hash256,birth_year_value,death_year_value,birth_city,birth_state,birth_city_lat_long,birth_country,death_city,death_state,death_country,death_city_latitude_longitude
4c2e68b300f1402feab62f524e2e7e976e6bfe2c0004c9bd464a821d5c7ef32c,1809,1877,Havre,,"49.4947, 0.1051",France,,,,
1e039fce488556d7fffa893070b06b9a9c8825cedd44e14fc1732e7c2a69f4a3,1809,1895,Providence,RI,"41.82442, -71.41251",United States of America,Alexandria,VA,United States of America,"38.80507, -77.04763"
1e6637f3524bbeaffdeeef487746b22f00f096cec0a4780aad97bc6890213e69,1809,1849,Providence,RI,"41.82442, -71.41251",United States of America,New Bedford,MA,United States of America,"41.6355, -70.9336"
db4b83d2baf6e549923cd32abe36d94309b4da86dda1111dc11d8fe0e0298dd8,1809,1850,Providence,RI,"41.82442, -71.41251",United States of America,Chicago,IL,United States of America,"41.8798, -87.6256"
ee7f9b8a4e2e62c4ec961fa62b8f7413b55d5d0a569e1e8af200220904467176,1809,1883,New York City,NY,"40.7098, -74.0094",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
e95402a8d95829a3a55115689ea61f0fd0bf950f83eacd8420e9b16a91a7057d,1809,1858,Newport,RI,"41.49032, -71.31363",United States of America,Brooklyn,NY,United States of America,"40.6525, -73.9517"
4d111eed58f1c067ecaeb44bf74a2e0f5a0c66cf359c902d82cc39b288a14d76,1809,1872,Brookline,MA,"42.33304, -71.11931",United States of America,Lincoln,RI,United States of America,"41.9526, -71.4681"
6d61a04dd5f1293b1799fa9ce06f8289c0ee4135beae5bd5f9fe2876cca1ea7b,1809,1838,,,,,Columbia,TN,United States of America,"35.6146, -87.0333"
9ae6675bf1aa9dc96aabd036f5e45f09c75e00a35140b29702169ba1572ae0c7,1810,1834,Newport,RI,"41.49032, -71.31363",United States of America,,NY,United States of America,
08a74fa07fdb308b8d11cc7427fb9535ae04458a1b1c4771cbfc4dbb5a198761,1810,1832,,,,,Providence,RI,United States of America,"41.82442, -71.41251"
d38698eb60a14382a46cdc621b6a8553a52838400c109a204c9c5652f48a955e,1810,1877,Smithfield,RI,"41.9217, -71.5481",United States of America,,,,
4a2787d80639525c6a9a6e63111d420774299ca7bd4b6b57bc5035bc5441befe,1810,1832,,,,,Dedham,MA,United States of America,"42.24898, -71.17613"
49199a4b7ab7accccd3bd4913d0fa9f50e62d5475c52af0300f817c4b7902985,1810,1896,Warren,RI,"41.73033, -71.28256",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
c8b23dcb4d441ccb411ece31594e079540e4b0d051d5de673eaf2cbb9f3793c8,1810,1850,Mansfield,CT,"41.7792, -72.2135",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
1e69b32b88a5aae9fdd5437c341675372d03e8b65a172ba246600b2f236dde92,1811,1835,,,,,Jamestown,RI,United States of America,"41.4970, -71.3686"
41fb4f28ec15b7bbba8525ca8b26c687cfa1b71c7e4498c7f053746656b9cbd7,1811,1898,Rehoboth,MA,"41.85396, -71.23999",United States of America,,,,
d25710b6e957ce9a48a61746ffd9cdf93d4f962962264327323019951a809a20,1811,1876,Wayne County,KY,"36.8318, -84.8484",United States of America,,,,
38e6cc7996c93934396696f209a8dc3f5e4d28614bcbf4efb2cf35b49dcd7ad3,1811,1849,Shrewsbury,VT,"43.5286, -72.8273",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
d723de94f7d8a0d065ad49ff8e35ccb00687f75c2cd25bdcbc635e3845d50531,1811,1854,,,,,Providence,RI,United States of America,"41.82442, -71.41251"
6fe1f50223ec9043393a9734dce6b899c8747f92cad43b4570356c9f8502d80e,1811,1862,Dighton,MA,"41.81495, -71.12051",United States of America,Hilton Head,SC,United States of America,"32.1617, -80.7512"
313709e1891bdcd2e53e4a83b8c251d84fca08dff5e82365e2342bc0beb0267a,1811,1889,Warwick,RI,"41.7001, -71.4595",United States of America,Manchester,NH,,"42.9959, -71.4561"
7106a175e77ac220fa323d576e1f257729c6a758fca638f6f86c5548cc1d6029,1811,1886,West Greenwich,RI,"41.6239, -71.6659",United States of America,,,,
4fb3606924010199bacc1debac1ae25301ccf740633219cb71b13fe7e5e27a78,1812,1830,,,,,Montevillier,,France,"43.61085, 3.87714"
5e073cccfc95224e71ad7d7ece168ec9a4bdf1d04f1266a302fbe3ba78fb8ca7,1812,1835,,,,,New Orleans,LA,United States of America,"29.9775, -90.0776"
688ae9fc8cdc42d4f3ec3305d448d57e5e3c6b6a32cf17e9aa0c4889dd2a8329,1812,1900,Bristol,RI,"41.67714, -71.26745",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
b4d1a07aa68a937249e1636d88d483a47bf0ff4098e45e72eec792a5389af85a,1812,1883,Norwich,CT,"41.5243, -72.0765",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
2400e02ce5432f0f7bf4a2b97697c315e7b75a5eaebf5f11fb0b5b154d3852c5,1812,1866,,,,,Cranston,RI,United States of America,"41.77899, -71.43723"
aa3cc270bb4ecd9cc5491e501c33a41d463467dd16f9040d4fa5a91a7f4089e4,1812,1872,Paisley,,"55.8456, -4.4223",Scotland,,,,
5277c55a2085795982b56218285031a65d23ad3ee098b839f32baa1a56d6e301,1813,1849,Bristol,RI,"41.67714, -71.26745",United States of America,Cranston,RI,United States of America,"41.77899, -71.43723"
8caf6aa051f66210f1e587348a038d37a43ab068a52a2287513e066b4466bf36,1813,1814,,,,,Pawtucket,RI,United States of America,"41.87915, -71.38178"
3d7250647ff34c8076f1b004b8490ce48ddc69c2a2f323df2e3028649ba7feac,1813,1831,Philadelphia,PA,"39.9508, -75.1643",United States of America,,,,
c061ae0ecb57423fafb8b51a64566c2a9e614285804107b7b9d7d549e4eb6598,1813,1854,Providence,RI,"41.82442, -71.41251",United States of America,,,,
51926c849c16795fec991a9a32b0a49128dd26e6d44002ea82b0819d42b378b0,1813,1874,Warwick,RI,"41.7001, -71.4595",United States of America,,,,
db1cd04750c61a8df432f9c8006f27d919e6a9265fac35d52cb88a6c7aeab8d7,1813,1875,Stalybridge,,"53.4846, -2.0558",England,Cranston,RI,United States of America,"41.77899, -71.43723"
837b6b7983f26b4fc37154962727e16e7f132e4af83d1f68bfc902d4790e9c28,1814,1877,Nassau,New Providence,"25.07825, -77.33847",Bahama Islands,Greenwich,CT,United States of America,"41.0255, -73.6263"
4809f44cce9d3455859f5fa603f8a17c1c46633370045219d904b62337adca2a,1814,1863,,,,,Falmouth,VA,United States of America,"38.32408, -77.46752"
fd6035d0d317a6f32cbc0e372f9f37001ba84dc02dac31933c8a414610ecf40f,1814,1832,,,,,Missouri Bay,,United States of America,
29b87d655166786ea8e5b8aa91b097f63569113dc410a416f0591a16dd3b5245,1814,1893,Newport,RI,"41.49032, -71.31363",United States of America,,,,
592f9d176a042fd1ee30b27ee627b6eeb09beea6e0b92391b4bd9cd7b8009503,1814,1852,,,,,Dodgeville,MA,United States of America,"41.92080, -71.29655"
7d0c11f904f605d9b782d3dec94de08154aecea16b83fb8c0ac004feb20d7529,1814,1889,West Greenwich,RI,"41.6239, -71.6659",United States of America,,,,
f44cc3993851a4a74f4d43c22ae091be299b13143d6f4bf07e25e545090d0cb3,1814,1874,,NC,,United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
9b3f4580ea2b8057bcf07331fb118af2ba84ab33b160c842e801ee7696ec617e,1814,1868,,,,,Providence,RI,United States of America,"41.82442, -71.41251"
a33e0da6b3a28f0d34b8918eaffc0b9852220e0bfa19cb24389fa9069f4010cf,1815,1878,Boston,MA,"42.3555, -71.0603",United States of America,,,,
778e8e310febd7750048ac73253b67226cddc08aa23ef841ef09728d3b766074,1815,1837,Providence,RI,"41.82442, -71.41251",United States of America,,,,
ffa52413ecf0e25124789a082d6af87df2585ec8752d6f25d7d2759c393c2674,1815,1835,,,,,New York City,NY,United States of America,"40.7098, -74.0094"
60f2f1eb2d65c762633c7e6adca24fd11fb4c5d844b18deb300d4ecd9aeb8363,1815,1874,,,,,Shelbyville,IL,United States of America,"39.40602, -88.78987"
299a468d85db905acb207be7f3722cce5db965c8f69f8fd7edbc7dd30ded94e6,1815,1861,Franklin,MA,"42.0845, -71.4001",United States of America,,,,
089f79edeeb1f708fc515b89b79ac337f8f05489cff0e487fd7c93530dcc6fa8,1815,1905,Castle Corner,,,Ireland,East Providence,RI,United States of America,"41.81854, -71.37320"
22553009fa2bfc1bc1a60c373af3ca3c2e4ea2bca7477176b4badb6fe1036cd7,1815,1865,North Providence,RI,"41.84987, -71.46598",United States of America,,,,
80841755228b12602aeb5c0b05dce956c80d9a2e07b65dae8e732fa41e77c307,1815,1845,,,,,Apponaug,RI,United States of America,"41.70086, -71.45988"
83af26b734ba613a1750dedb9cae84a37923632a71ac0afe78a99c25be20014f,1815,1865,Wickford,RI,"41.57430, -71.46177",United States of America,Fairfax,VT,United States of America,"44.6650, -73.0076"
b37b900738b705696df91ac3842020b93746dc0a2ff5eca494a37c96daa778f8,1815,1886,Boston,MA,"42.3555, -71.0603",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
54664af5a15c7fff3d6f28edef0ebbc86cb41d9d173651dc196f7e490f28f9a2,1815,1837,Liverpool,,"53.4087, -2.9883",England,,,,
cebb7a4f98748df97d87735a7d5efd105576841fd4dfca9d4b1c54a174dcae6f,1815,1843,Providence,RI,"41.82442, -71.41251",United States of America,,,,
20c2c8c6fc67a512c8f2f1c3bac3656ce0fb55cbd4f52f0b95e940735c2914b3,1815,1839,Dudley,Worcestershire,"52.5110, -2.0833",England,,NY,United States of America,
f655e406d68a079bf2bae8d355bd31a4496c40ddbccea728e633c073590a70b2,1816,1879,Washington,DC,"38.8969, -77.0354",United States of America,,,,
cbfcf0a5b40d9068a3efe5a26c4a39ccda394f6ecd2943738e80c80cb460d228,1816,1904,North Providence,RI,"41.84987, -71.46598",United States of America,,,,
496668c7a03c00b207644352615a7f1497f95853897760c5fd6502a71453cfed,1816,1873,Tamworth,NH,"43.8603, -71.2625",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
9957a8dab509c323f6cce4bd499aa6fe749c923dbd8c46459415444b0a7e4b87,1816,1892,Groton,CT,"41.3492, -72.0765",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
26d169b682012b561c11ff8a8c0f2935170d90200de1db6ff7c6dc9133f14cba,1816,1849,,,,,San Francisco,CA,United States of America,"37.7761, -122.4165"
acd2eccadf6fb61c3ff746813659ddf7d6b82b7321af8cc4f21d98e35ed6c3cd,1816,1845,Lancaster,,"54.0457, -2.8070",England,,,,
1795adcb356907631e2248f836021e57166086b8763c6eff4683fe0e45700b54,1816,1858,Newport,RI,"41.49032, -71.31363",United States of America,,,,
d103c43fb71176d4a3f4d1323ee86a70693b05978eb11f98b782ef3e186e7cda,1816,1860,Providence,RI,"41.82442, -71.41251",United States of America,,,,
c94f3dab284ee231f1979ff76fb9da4a59c4ed044a5635217c2f078d550ff4b9,1817,1862,,,,,Washington,DC,United States of America,"38.8969, -77.0354"
c6ea0847d7cd439f17920a9ef86ca15a436f92042428a3b71d6f28e09292387c,1817,1877,Salem,MA,"42.5199, -70.8972",United States of America,,,,
24ec10245629e00e7c306ee348ec336a6492f17c888c0d2f438eb270f9e703e0,1817,1840,,,,,Florence,,Italy,"43.7704, 11.2558"
b0b4b86012e259acd763a0432ede5c015112d308e43e2c4b96edae17f439770f,1817,1882,Newport,RI,"41.49032, -71.31363",United States of America,,,,
80d7d57a86300298a768f68b63c20a4e7adac512774c750863e93db3e9bd14ec,1817,1902,Newport,RI,"41.49032, -71.31363",United States of America,,,,
67b6bac1d1d0709a7e897fbe63d1309f8e75984cc4dea443363a4f1495f71997,1817,1838,,,,,Providence,RI,United States of America,"41.82442, -71.41251"
c32e7c97e76dd2a7a5915104ed86bef5fe24f294b29df522da617fdb7a54aa16,1818,1896,Seekonk,MA,"41.8077, -71.3325",United States of America,,,,
a0bfe27093fdc23d70866d3b686b839e6f4dd88f601624c9c8448611eb78d670,1818,1842,,,,,New York City,NY,United States of America,"40.7098, -74.0094"
78cdc5464a5374bd69f348490551f832d9cb167d810b6df0178d70333de213cb,1818,1883,Hampden,ME,"44.7455, -68.8359",United States of America,,,,
cf96c284767aeb592d74d42fd5d511d0ef0eb0baf6b4f071d8ad8d42f6f11353,1818,1887,South Kingstown,RI,"41.4564, -71.5423",United States of America,,,,
8aa54963f94d696093462058944befe736aefefe838feb317779f4dbb7b455d4,1819,1847,,,,,Misroac,,Mexico,
c06ee70b8fb2952171478ae4addcf56cacb766e5f5732dd25a2e801a188ea3f8,1819,1878,,,,,Warren,RI,United States of America,"41.73033, -71.28256"
6c6ccac347202bf9fe0f1ae7a18a70a35c10dc5692fb75a0cdc9fedda4423e64,1819,1860,,,,,Don Pedras,CA,United States of America,
f8ab148489ecfe58f070527e29f23b3647cce7c9cbd8e1cdeb33aff979f76e7c,1819,1863,Falmouth,MA,"41.5520, -70.6112",United States of America,,,,
846dd61046047f42eef56ea3104befed013c1569e9bcf921bab83ac778269ef4,1820,1890,Cumberland,RI,"41.9638, -71.4314",United States of America,,,,
d7703a6360a671bc6929106cf142abcf9c78679d40b1e2ca973639a55e096466,1820,1905,Norwich,CT,"41.5243, -72.0765",United States of America,,,,
702b805b4b97fde3d4130f716149b9e717a5ed8e57946740c061c674e6e3d960,1820,1858,Charlestown,MA,"42.37808, -71.06189",United States of America,Newport,RI,United States of America,"41.49032, -71.31363"
7aafa19051fd54a116d7a1b0f2ce96abbcde10139f6f529f6f12321b0cf04322,1820,1850,Chester,,"53.1945, -2.8894",England,,,,
dfb66c4fec33e2ac50ba945de6241289dcae4a5abbc68eb0908d6034c6849fdb,1821,1842,Liberty County,GA,"31.7994, -81.4842",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
6e8e14689fddb6e5dd8881603d2606f28e180bb48df4f56497d9ff11b1e7f76d,1821,1876,Westport Point,MA,"41.52227, -71.07416",United States of America,Watchwoket,RI,United States of America,"41.79966, -71.37483"
582de5648708e1957cf117016fec70f1a6361b48d904c2f51ab442c0fd85f755,1821,1874,Boston,MA,"42.3555, -71.0603",United States of America,,,,
41b2103dcf5e97fb390b80c1a256a1fa5a0fcb701992cc0576740bf6b33772bb,1821,1863,Jerico,NJ,"40.79191, -73.54008",United States of America,,,,
86ae5f09fa0b4970dfcebd3db34a1500ad62d03dec5465a764a53ed092a1958e,1822,1867,Parish of Clogher,County Tyrone,"54.4133, -7.1693",Ireland,,,,
9f6cda04bcc3faf8a0e58dcf9c670023e3ecb2238834284bf657c2e9085d7d69,1822,1850,,,,,Providence,RI,United States of America,"41.82442, -71.41251"
c81fb5012f2726b5acb4be7052608903d931759106fdcd2224db59e33e23882f,1823,1861,,,,,Mentone,,France,"43.77556, 7.50349"
99e35e33e1ceb49245bfbb7d4d88fdd200e8ca3ed174c34685bd4c082aa830ee,1823,1841,Warwick,RI,"41.7001, -71.4595",United States of America,,,,
4eeab6f986d453d6b57c9857e3fd6f47c0c9ca24292e15bb3b73ce5c623ea515,1823,1870,,,,,Dover,CA,United States of America,
ff50c488f82fff63dedfa98dc168b9d0ac3bf304a90604d4631bc1a9cba1713e,1823,1889,Portsmouth,NH,"43.06989, -70.75453",United States of America,,,,
b6e12fbefaee131564926dcade08d6c2d53e9e58ef581751380be2d88d829621,1824,1856,,,,,Buenos Ayres,,Argentina,"-34.6072, -58.4452"
dc99a3e2bc825d495efe7d60912cdafa25f09bb130076a73af7fba0dc97aa5f5,1824,1855,Madison,CT,"41.2804, -72.6038",United States of America,Phenix,RI,United States of America,"41.71982, -71.53228"
cc15d5fc5ff1f61f419cb0068c85b7f2f26d12ac8ce5d5ea95f38baf65e06b41,1824,1898,,,,,Warwick,RI,United States of America,"41.7001, -71.4595"
32a94ea0e045ee2398e05cbd8a84ff93b191035a22657617790e36750421adf1,1824,1876,,,,,Providence,RI,United States of America,"41.82442, -71.41251"
ed7f2b9c00a326efc9b87881f40e3f4d61e49b5be9abae6991b677f6802dc54f,1825,1830,,,,,Roxbury,MA,United States of America,"42.32511, -71.09502"
4a0134956d6cff742aec2b97197210e267d50ae367975d733dd31cf63511a4af,1825,1858,Baden,,"53.00218, 9.08140",Germany,Providence,RI,United States of America,"41.82442, -71.41251"
5c6bbf03b00f6d47173a763dceb2443fcca469cf9abe1b93335cb46ed2ffb589,1825,1896,Norwich,CT,"41.5243, -72.0765",United States of America,,,,
da27add96e4fc5885d6aff1f1a3c469cbb195edee4af170354a719e683899508,1825,1871,,,,,East Greenwich,RI,United States of America,"41.66073, -71.45525"
a649315b6fd6479d910cb19863ca000b258e297a51833ab5fbf17614731845c1,1825,1851,,,,,Burk,VT,United States of America,"44.6406, -71.9800"
b25bf2d4a08540dd1d4f75dac4892a626050c1a330b55643e64d2333dff05c19,1826,1857,,,,,Havre,,France,"49.4947, 0.1051"
8f695e7f599eb44a3f300b8894cbdb7b60425befd982eba0df1844a1b431b2b3,1827,1901,Boston,MA,"42.3555, -71.0603",United States of America,Cambridgeport,MA,United States of America,"42.35981, -71.10682"
c7b55751eb9890bfb58508794b7e25146027e5dd7fb997467ccf525fdcfa3179,1828,1885,,,,,Hamilton,NY,United States of America,
1df52ce6590d6f863efb290b96643a1a7703c4c5a87c628e77cbc972e6268e95,1828,1863,,,,,Forest City,,United States of America,
d00fa224ed1190827d4d845320afe9b417eb1ebb91b3d46b48f3ef233bc696c2,1828,1878,,,,,Chepachet,RI,United States of America,"41.91537, -71.67129"
53977ccca71516bed8a1772989404c3be6e7b784adef9590bd0c7bdc57fdca69,1829,1904,New Bedford,CT,,United States of America,Warwick,RI,United States of America,"41.7001, -71.4595"
eafd7e65a25a6bc6ddd9d4b31371d675e0e0c4f87d0abf8af18229d2690bd5c8,1829,1848,,,,,Platte Kill,NY,United States of America,
d18293ee37146952c6e5c714e1b60d06c532b111f2253831c2efc9fb3356df68,1829,1857,,,,,Chicago,IL,United States of America,"41.8798, -87.6256"
db8ab5e1982fbe58b6b2a579e594a063aa19ca1269901a457e5cdf41e342faae,1830,1834,,,,,New York City,NY,United States of America,"40.7098, -74.0094"
1c96b4c88b9317e46ea90a9de094f26eadd624cb839ed84dc32a309a8287ed5b,1830,1831,,,,,Southbridge,MA,United States of America,"42.07529, -72.03426"
d5877b5044aaa121608ddd0ce6b9462127e728796b1bcbe027ab00c53e6e1613,1830,1874,Gilmanton,RI,,United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
9a508455fb2a96c8ae686199b8d24102dca4431f2deaaa557b6091bd7665112e,1831,1895,Warwick,RI,"41.7001, -71.4595",United States of America,,,,
61a21ee0b769470d2fdd7b6864548258efa6aa20a1c0fca824011d3d60d19dfe,1831,1862,,,,,San Francisco,CA,United States of America,"37.7761, -122.4165"
75c5180ca8d0fdf5ae7c1a1158187564e718d9b89d7a3018f73a3c3ac87530d8,1831,1863,,,,,St. Louis,MO,United States of America,"38.6314, -90.1875"
f9505e0a9b7ca12e037029aa776395f6cce068d38eae4e57cf3fbbfbc6a9ab52,1831,1849,,,,,San Francisco,CA,United States of America,"37.7761, -122.4165"
46e1072f28f686eb54a669261d26a1e0b07fd3eb642c35df873bd2514f3b6bad,1831,1902,Providence,RI,"41.82442, -71.41251",United States of America,,,,
c3ab3d86794db94fdc42d7866f31b8e67bdd343689857c3f08c3b6f1915e4370,1832,1835,,,,,Boston,MA,United States of America,"42.3555, -71.0603"
d4f12f47974e176a027a2dc8f35308231b2d21c8005d4498a3bdb04b3a3dbfda,1832,1871,Boston,MA,"42.3555, -71.0603",United States of America,East Boston,MA,United States of America,"42.37567, -71.03931"
ad104da3350fc6fdada6ec0eb74fb4837b45c285884b9e259c9ad05bbab46e26,1833,1835,,,,,Boston,MA,United States of America,"42.3555, -71.0603"
46c70ba652562ac56ae7e5994af9ba476a92664cd4dae3a59b093b36f2294b97,1833,1871,,,,,London,,England,"51.5070, -0.1318"
699e080e71f2cc67014d8af536403e2fa8031e8dd31f1b138e8fed0e1e0ca0fc,1833,1901,,,,,Providence,RI,United States of America,"41.82442, -71.41251"
b9a473107e4a80b96cfbadf047c4a52569e9ada9daff6e3e29d1acf2b5a698c6,1833,1861,,,,,Boston,MA,United States of America,"42.3555, -71.0603"
b4d055228873348121b0ddb6e5750cadb70e971016c641466f3d8fd3984587a3,1833,1836,,,,,Fall River,MA,United States of America,"41.7006, -71.1543"
bb92044b48e8bdd6e3329d0aacbe67227de5c8791ade1ca4e862b0a9322030ff,1834,1865,Providence,RI,"41.82442, -71.41251",United States of America,Havre,,France,"49.4947, 0.1051"
72c705cd890ab877118c595e0f5bb9819616369a0517ea290ed263bb31e373c2,1834,1904,,,,,Warwick,RI,United States of America,"41.7001, -71.4595"
8f956e3f1c5b840a218a4ee12e7d7a343e151175af6d66d6986d25596c574b94,1834,1872,Providence,RI,"41.82442, -71.41251",United States of America,Lafayette,NY,United States of America,"42.8921, -76.1078"
12fab5af8554719bab5df8bda5dce400d9b84e1f8835248eea15d86b066b8d02,1834,1888,Williston,VT,"44.4382, -73.0680",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
c9e4c94b7ed0087d7dddaf0256b6a39ef89fb0c5512d09d96d6cf79053dbb214,1834,1839,,NY,,United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
18717a92f013335d9c4ffdfc4bfdc32364bdb817ab7109681a3abb58b8507f14,1834,1856,,,,,New York City,NY,United States of America,"40.7098, -74.0094"
c9aae67957f664d2ca0bb894f8847003f4a8e3ce9b57fd215e46a66ee884e4de,1835,1852,,,,,Portland,,United States of America,
4384030aad05c4f3f5993de956cb980cece862c9f824498b9c5f27648ce60dd6,1835,1918,Nashville,TN,"36.1623, -86.7769",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
9984f80c569edfbd1464c8ecf86c894d619fd3c6217eeaf178d16143de183d35,1835,1918,Providence,RI,"41.82442, -71.41251",United States of America,Los Angeles,CA,United States of America,"34.0595, -118.2417"
71cb013ff2b567445a4736a1294453f2c832f5282064b154e3a870d7d0eecfa3,1835,1880,Paris,,"48.8527, 2.3476",France,,,,
5c3e7ac2d82c2bb814c9f7c10e8852bf3408f036103262376c2d967b9908ec39,1835,1882,,,,,Hillsdale,MI,United States of America,"41.92016, -84.63112"
6ca808fec9f3be91dda3aef55fe2acd76c3eb809f15d9fd83292fd472144d3e3,1835,1857,New Bedford,MA,"41.6355, -70.9336",United States of America,Warren,RI,United States of America,"41.73033, -71.28256"
139744cdca6c96ed1e95179ac2cdec0522156288cc9675f35e2078e9636ba247,1836,1888,Providence,RI,"41.82442, -71.41251",United States of America,,CA,United States of America,
b9cf3c7b15ab0c835ad1644c40477189ba4f58700b9dc965fd8f0bea59e8aeb1,1836,1900,Providence,RI,"41.82442, -71.41251",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
b2911a472d7c801985c24031bc5390766f285ad8776e75973d0fd30d0a0b59d8,1836,1861,,,,,Andersonville,GA,United States of America,"32.19606, -84.14034"
19ff7f83bc8c64fb3943c3d6f07ff1b4c946354e24457467de0d3f3ccdc0b79b,1837,1862,,,,,Hagerstown,MD,United States of America,"39.64350, -77.71952"
9e532266255bf6ed4d29a88919cb7f96d063c195c9b0a1427c13ba7be9ffca89,1837,1882,,,,,Johnston,RI,United States of America,"41.83069, -71.54211"
15818d5cf4acefd9c3cac80789327ab4faa56a9e05c189cc30fb4e4923771f27,1838,1870,Warwick,RI,"41.7001, -71.4595",United States of America,Rome,,Italy,"41.8900, 12.4791"
3b30565b2f915800200a659245b79bad07f396c1c894475a5e9fd7fe683b34ca,1838,1862,,,,,Newport News,VA,United States of America,"36.9762, -76.4264"
ea66bf3f61e17091244b4fa7c3dbd3bce3284d2f342e4c7e9be38b1861f6cb2d,1838,1898,Providence,RI,"41.82442, -71.41251",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
27aae8dc5d788067a405533033404bfe8f89720919875339a8546c08f1e0ea17,1839,1862,Bristol,RI,"41.67714, -71.26745",United States of America,New York City,NY,United States of America,"40.7098, -74.0094"
f4692207872111f0f8af3318d3cab200b37605a8ef22a2d1ecea499ef2c9d94e,1839,1866,West River,MO,,United States of America,Brooklyn,NY,United States of America,"40.6525, -73.9517"
e70a8ea943f50117e13fba8508c1ed021da499de31901985ae244f7ffa80bfd7,1839,1865,,,,,Key West,FL,United States of America,"24.55446, -81.80171"
00648fd57280af1a9cc9e376369f3fa00e65f07c34f014d3f3c37e9a98522324,1840,1871,Stand.,,,England,Johnston,RI,United States of America,"41.83069, -71.54211"
fc5e592a1e22d6267f40d08535975d6c6189099c32769b47a98cfd5bdec46c0d,1841,1842,Bristol,RI,"41.67714, -71.26745",United States of America,,,,
082d4502277f3794e66b11f56c5bc41bcc63acf0d74ce014ed6be3e143993b37,1841,1842,,,,,Detroit,MI,United States of America,"42.3342, -83.0457"
c315a8d54d68f804df736ec0d81f428df895d2df30038575c0176edb4508ef2b,1841,1925,Boston,MA,"42.3555, -71.0603",United States of America,,,,
1266218342e193462e32ea47f036ea6d28852ff30eed8b9fda0a583d0dbab986,1841,1864,,,,,Florence,SC,United States of America,"34.2010, -79.7690"
bdd77736271ff531835ebc09e992435c096bb30db0edc215cd55db70596161c6,1841,1934,Chester,PA,"39.992, -75.699",United States of America,New York City,NY,United States of America,"40.7098, -74.0094"
5c2cd65323d21aec4d7af7df94b158febcfeafeec17542c386d67ce796a1c504,1841,1871,Providence,RI,"41.82442, -71.41251",United States of America,San Francisco,CA,United States of America,"37.7761, -122.4165"
cf70e83e906182e5fe8ad62e51f6f268ca279c3efacad1dbae5b42e4509a8e45,1842,1843,,,,,Lumpkin,GA,United States of America,
8278a1904fd0ac05c1f7d3075cd3e8bcc3afd721c7bd7a628f6121ae573c890b,1842,1863,Providence,RI,"41.82442, -71.41251",United States of America,,,,
eba8c13b5c27e60eae36e325617c7412aac2efc85faf1b17605e71cb8e118ef7,1842,1875,Boston,RI,"42.3555, -71.0603",United States of America,,,,
7cee5ed792e62d60eede2b028c5d6c758d481b87692c78e15c7e9097a2761dfc,1843,1868,,,,Mexico,Providence,RI,United States of America,"41.82442, -71.41251"
adec1b6e09e8e8b5deef3c8167e07044f2b1360593d8f20a3a671a79dbca09a2,1843,1914,Nashville,TN,"36.1623, -86.7769",United States of America,Bern,,Switzerland,"46.9491, 7.4525"
7c014ad7038248ca44a281ba79f69d6afbb81f2c557f55faeed231187bc74120,1843,1866,,,,,Providence,RI,United States of America,"41.82442, -71.41251"
dc52ab1205b955c947238036aff57c8e3462a5896f278a7e3bb68dbf2ccdf415,1843,1863,Providence,RI,"41.82442, -71.41251",United States of America,Memphis,TN,United States of America,"35.1497, -90.0549"
6a9c7b7340c3a7041a11efed86c971ebd4e5bab0ebbfb060538a09291067323f,1844,1866,,,,,Newark,NJ,United States of America,"40.7361, -74.1742"
076f922538bda1b4fc89ea1132d79b281918922dfedb99b40fa82a84f75d6395,1844,1916,Constantinoble,,"41.0084, 28.9764",Turkey,Marseilles,,France,"43.2992, 5.3703"
713b6813f4a364ff76d77cd8d631894e3203c143028627d3fa5ee3ccd399801e,1844,1845,,,,,Cumberland Hil,RI,United States of America,"41.9638, -71.4314"
1199cc5756f16f11e213dd82ae3fb4d06e9d59a799e828f5f6a88f713eb38fba,1844,1923,Belmont,NH,"43.4462, -71.4801",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
5c3c51c45c051c50ecc52b89344c3ba28816292ba301aae41e35eba5e1f4712a,1844,1877,,,,,Providence,RI,United States of America,"41.82442, -71.41251"
7c487f49943303952cf5f23382719bd131dde56bdea1296156d5c3222e2f6771,1845,1917,,,,,Bristol,RI,United States of America,"41.67714, -71.26745"
