hash256,section,composition,condition,legibility,estimated_installation_year
82bc5bf5be1981e402bdcfbc261bd94508a2a70f671ce30540c7e28537fec826,AB,granite,good,good,1921
83a790b1fdf5b85c446730c15dca74ccb54a72fc83737ed909d6b74781c55385,AB,slate,poor,poor,1725
83f083bf1aae5a2171ee81d4b2e61cdb0daffeb5fdf734db88801865f9cc91a5,AB,granite,good,good,1918
84054b5d278b5c5ec268022dd7add55e776f4cb54bcf74849642b3fb8b74735d,AB,,,,1828
842aa9962c024face279ab0fd8bf4741d3898b146d428a1e91515973ac6252d1,AB,,,,1748
847e31acbc4f834d9560d9a52b3c121a64e4343cc847d26db05d57dfa51f74de,AB,granite,good,good,1837
84894a12e57aede8e135bc0d59e3d5bd439e2336ee663708e67552d07b0134f8,AB,slate,poor,poor,1748
85be272d4ca3b8c2b154900078ac22361268e90d3629a617d8440592fac44498,AB,granite,good,good,1871
85d1ad5c6727c1f21be1111cfcb9ce8b2ec8fe3a9e212543ec75af93ee975c17,AB,slate,good,good,1732
86abfad3215acd35bf22ade1c95f484e699b12fb16414505236073e71485b74c,AB,granite,good,good,1936
86ae95364df3476069641c575550627fb850b79c0f07daae4469a9fae00238bc,AB,,,,
86b2c9adc12baf4bdc04d65c27bd76dfe1068549c6c3ea23efd2e36c3b6769bb,AB,,,,1826
8778f7e03314590d37a77072376884d0837603c0b5cd275b468956d2241e2c81,AB,marble,poor,poor,
87a0de2d174ccdede889e687966471c0bf5a2ef385f8f8b40377fc20180691df,AB,slate,good,good,1832
87aed6b50a1d1cf132a0b18226bb6b48504d3255faac2b928fcf5941e868f6bd,AB,marble,poor,poor,1822
87be83a4ab89f4be98ac10fb49fa3e32b483f3534d0530f0e09a62d3e3e1dcd5,AB,slate,good,good,1768
87cc158172d37a29ce345cfd5cff4a4f14aafdeb7ad8e65384e81b1d9c2d959f,AB,marble,fair,poor,1882
8821a63eaea129a9ec77ca1215ed9c8b94e28de23b978ac9388f950dee235b7f,AB,marble,fair,poor,1801
8863c6a59631ab35f75c91386bac53124828bd6457f9b74b8da9a0e902aaa81e,AB,slate,good,good,1794
893967b0dd3555fc2cc035db125482a74e3b785c03c132c61787d3dd44429864,AB,marble,good,fair,
89492c0c08130baaacead37168a99683a829878014f5ab5ede5b79854eec7d35,AB,slate,good,good,1736
896d265823810130193eb2385dd2bc5a5cd1563cd52060c499084549dc77474d,AB,marble,fair,poor,1825
897915c78ca927b7884449a6de42e01b06b0880b3ac14b181f580608c77c0755,AB,granite,good,good,1910
8a162bd75af0961b02385542f25ec39b8501ee488c700ae2c55774ff612c8fc0,AB,marble,good,good,1889
8a5d53535b6ed3033a50fadd7f1cf49fc64913cbed20f9cd617f02361476d244,AB,slate,good,good,1828
8a631a0bfd0ad71405425f89d7dfb133b7c826c682bb9cb1350c6df8b7c23250,AB,marble,poor,poor,1827
8a716e780404cf67a5194ca6ef6d0b94a2916c1d1bff1875875b7f1273dd8939,AB,slate,good,good,1762
8c262b80db217779b4527ce15cd2b867f69c8e0ba72f45187ba3232c5a2ed87d,AB,slate,fair,poor,1779
8c3b9159b755a6f428783673a2e4eb6048a8558deda391518567d3c9732bd810,AB,sandstone,fair,poor,1786
8c65fd9e39f74466db0fd7492fce965b285e333c11a870ee32250e5084444be1,AB,sandstone,poor,poor,1758
8c7f637dc579ff11107d212376bc92c4646b1af9d98eb420df015103c159c8bf,AB,slate,good,good,1776
8ce2eb6aec5a495b63fec0d4feed61cf19ab842f6054dbefadbca46c902765aa,AB,marble,fair,poor,1842
8d1c886c5078f7f3fba2482a908d7aa1d91b476945df7a89d23222c23cbc4aec,AB,granite,good,good,1824
8d3110e3dd086433ea028d420c52ee0e9d59fd8f6eb34f9d65b72f99f8a577b4,AB,,,,1820
8d3ee8bdc9b4bb8ae2e7d750a4ab2aae3f684845ba64d7b78386910b6f6c54a2,AB,granite,good,good,1706
8d3ee8bdc9b4bb8ae2e7d750a4ab2aae3f684845ba64d7b78386910b6f6c54a2,AB,,,,1700
8d473676e96b3eecf7bd66be4d102c652e5782440b5cb8d2577b89a7c23d0cdd,AB,granite,good,good,1901
8d6e03e8411b200399b713d956c86f4c68cc95c59e6cdbc20ba1c66d291e3bf9,AB,marble,good,good,1872
8dde29c65be349bc07ecf28e89086e6d51e1f0e5bbd4707f7bf00ca5308dc569,AB,marble,good,good,1855
8df01b70183fe435965d9fc9da98f957cb643e01b3bf4fd3fb42166e6fcd70f3,AB,slate,good,good,1833
8e7d667b0ee11799a526fa66ecc09831c89c1d479f7a6cf2d250209c51a7a686,AB,granite,good,good,1783
8e951728cf7266ebf483f626b9b5222b1c8dfa8d4c770cc81c8b6957fda3088f,AB,slate,good,good,1785
8eb7c13fadce9f8d0313eb1c93c9d3ff75e2ee7a3208c12dd15cbb8defaf752c,AB,marble,good,good,1844
8eec70d74b89c195660fff67f11f6b7d3c331ec1d26edcc613c3969adbcbd355,AB,marble,good,good,1968
8f1d2a4404bfcd6f75fe10f21d691e7098f86a0a6300514a03d27b6136be7011,AB,slate,good,good,1761
8f8ef35a0e37db6f0a15271d15d7dcdb1ad4d21550adbd43b69b97f84d147359,AB,slate,good,good,1787
8fe7c39b07d5720dc61e43c8441118a72938040468a4b5e6b5a2d20f79e64216,AB,granite,good,good,1821
9096427543040ae196608786693fe0734c4a4b2741f55501b2a88ead70f73968,AB,marble,poor,poor,1789
912dc6d7eadc89c20090c403221f4884a4a5ba8ec3de6f30cbee59b82ecbe7fb,AB,marble,fair,poor,1800
9130b92b38cb009d6c95336f34d2d3a8a3ff035ff8f828c9bd473e712204d7e1,AB,slate,good,good,1745
913a59b476ec904109fb44ec944cf84879daf294a70d3816bdf81f67dbe3180e,AB,slate,good,good,1842
91a355703a88d9b288642c7d347d779aeea1c3d0b51c1295ca0f1a3750332a02,AB,slate,good,good,1744
9273478cd4edc48bfe60e550f355c56d2b91d88315b4792dcc0ca6f73f7058bd,AB,slate,good,good,1778
92e36f98e228d86e393d46b9fb344b003fecfa1515f4b65be307700f74e02631,AB,slate,good,good,1817
92ed052abb7f3edffe1c8c1d4e4b281198b5731d170f46a4711513e1c100b04a,AB,marble,poor,good,1838
934673e6949d2ef5c7b8025dc0b9d6a4964f5cf660282b9e45e866192f262829,AB,slate,good,good,1753
93c43712bcc47b5d418234bc210a91cd48066abbf431070278dd3256ddddbcfa,AB,marble,good,good,1880
945977618260951e949d595f3cc534e3d54ca0b13a5afc287054ce33ae1f7756,AB,marble,poor,poor,1849
9502fa8bfe50acf5e7f0aa8ce2954b31b2de361e30aea7bcc37d8565d3bf85ae,AB,marble,poor,poor,1868
95365e7edd65d2ad07438f96c49fff2ea414c0c947d83f76d201ecd9d93f75d5,AB,marble,poor,poor,1811
95ad466189af5ab45f9b892efb8f24f22325bab41435121dcb0fa404db6c7dce,AB,slate,good,good,1789
95bd479017d0b4c38ec14424ff703263d1b5ee5cadc6e2422ca2128cb0816f52,AB,,,,1755
95ce585a289519afb84329ad9cb8a2b59227b793c19b58040c93ae37b0834010,AB,slate,good,good,1805
9627a2aa192eb818f20f4dd01a47c04f2eab289991412e816beea32cd3cba96a,AB,granite,good,good,1910
96648aef668058d59508dcef0d5fd9a180e517d84615aafeae5ffdcf96e9fa07,AB,granite,good,good,1910
96898252269792a319375a8dbfee741af6f7cf97ef0f3958675035cab3483108,AB,marble,fair,fair,1878
96f421d11822839c2feb35ee29525cc7c3395b30cbbf434e44735c0d93e5f752,AB,marble,fair,fair,1838
971e61b89fd9aaf3eb50f3f79fa1d8608ae89fe10b028cf000b3fa3ee70c95df,AB,marble,poor,poor,1810
97381bf5b22417ec2e7c0affe99c6c1b549e9bb4bcc60f91c9192f7618784c64,AB,granite,good,good,1908
973ae100e39114b71cfaa0a1a69d1f01fe494bbb4445450ef6ae156e70fb2ebe,AB,slate,good,good,1811
974dcb2bf46d837c7b61a818aff33815c316c5db0db3b4a1fdd0785b1d510e7c,AB,slate,good,good,1756
9752d3e1b31ab4d2217227406dd70dc8a3965d8c200f41f6a73077c16702e377,AB,slate,good,good,1824
976384a352e0eb709146da592d70e610ca2823bde43435bd4747e3c96cc75f92,AB,granite,good,good,1829
9803c7855e3a8ec1636184b276ad541f86cadaf30168ef5490be91754ae4c81d,AB,granite,good,good,1897
98d796184336d6686593472f7be87a149639078868204e840f44468cae39bef7,AB,granite,good,good,1928
98dafd6364100168f42242ddcede992b4088da688b47fe27c2424b4ab3e9a0aa,AB,marble,fair,poor,1799
98ee61d9fa81f61ef6a9438d36fcd83cf7557e83e53ffefdebebe10a8b242f26,AB,marble,good,good,1861
98fda5ffa513eb914fae234d16a2272a4499b235c0544573b832ea54be7fe361,AB,marble,poor,poor,
9918d03c18a56842b2e5f2f5f57e47b2d7a732744ec2e9760689d13a7a475cd3,AB,marble,poor,poor,1845
993c41218cc73b6e78ab45523af73e9731e17099e29874f0fbc91a532760c1c9,AB,slate,good,good,1755
99c61e732c926c5bd97175e9e8eef3b1bbc55e24f3c2a5fe8a2c84f2de82ba81,AB,slate,good,good,1842
99e35e33e1ceb49245bfbb7d4d88fdd200e8ca3ed174c34685bd4c082aa830ee,AB,marble,fair,fair,1841
9a2f3426133791a19166df5e9fc6b47b4a4ae00ec3a0411758432b64b8129874,AB,slate,fair,good,1810
9ac0e88972f96d2b640e5074e06d3be81460da1e21e5ff454be097a8049f9387,AB,marble,fair,poor,1860
9ad7f64f69df08dbdf78299b660da9782e18de75d261dbefaae3311c4bb15770,AB,marble,good,fair,1885
9b1ae3c59abc7bd2310da3ac0fa1e424a5ca1a3c04fd092dd63dec443daa38da,AB,slate,good,good,1824
9b1db5473bb38b818f41993c0b911919bbc11f53f0542662c53d9828e94f865f,AB,slate,good,good,1806
9b32890195d1815c977ded84379ab025e23de35f107c803d19b9bdd1b4fd917d,AB,slate,good,good,1774
9b47dd48fd7f9aad9889653ed5d6bc1ba3f513c34ad04577ff938340330c24c2,AB,,,,
9b6fb461489498c938c3884ff65e4c2d4e324cc59ad4b8a673b95411381ad19a,AB,slate,good,good,1837
9bbf6d108d43fee723985d644b13bbc48dbcf1f305c45f5fadb53c4f1b3ed301,AB,slate,good,good,1775
9bf49ea01852a82b0c46168c127ef2d0eeb55605fae01b53ceabc453fd98f736,AB,marble,fair,poor,1863
9c008b1173536550b0d60c7e1232cf91a7ae5a944a8be9ac87f13209711dfdfe,AB,marble,good,good,1844
9c0a5b10ca788b8585d453ba74009f0355b729dffe4b243e45a61aa449079785,AB,granite,good,good,1926
9c1137992b2e234a528a32a7e995623f2cc33ba7ec547a3b2eb012a8f87d6c84,AB,marble,poor,poor,1868
9cc4e30c84a314f5e2635081cb902637f801bb4f6c1913bc1f2cb2112b6f2a7e,AB,marble,fair,good,1829
9d30c0265cf639fb0d7527caae1e94a4b876441c95044d1bff3cf82ae538501f,AB,marble,fair,poor,1834
9d9075fad1d54409a0be1e27bd85cfc2dc7d00e4ad61d3beb6ddd51857036135,AB,slate,good,good,1772
9dd9861526d47b3f63590052f6745f8be495b9e1dbf24932bb9598bdcd71d0cd,AB,granite,good,good,1902
9e59a2042491c4035d2d68480612fe822621ef80dc657cf4bce99b67638d3063,AB,slate,good,good,1782
9e7bc4dd4694fefdd204ccbdb752c99d919a6dbc12cd2662d5aa1f66a00e98c3,AB,slate,good,good,1773
9eca959492142f5fdf4bd5f02c995f50aad273fbd106f2b7c31682df356232ec,AB,granite,good,good,1886
9ef01e3621202f8f37438dbd8c07dd446d02dc97633eef65d44ae3e8b6b6482d,AB,slate,good,good,1761
9f2b7b59e40b5be9161f337284266fffd374fcd28b4027601266f12883e6b687,AB,slate,good,good,1756
9f3f7298e8cb49738b6b531ea8724e9d093452276a3c98a9ebc2a52ed43a7a8a,AB,marble,fair,fair,1881
9fb85f724358896acd79d3fc988743fd096f3f5299c4656c942f6f083d9bb029,AB,slate,good,good,1827
9fdcdd5525a5e30169c3b65090136e45f1d8d6254dd25f60a0bd99250241312c,AB,slate,good,good,1768
a04d1ca8c50b73999455e8bdf8c15776423fa853c1a4867d1c06f0f985dbca70,AB,marble,fair,fair,1849
a062de51d9e4bc77dc95864ca4530ad7c2f7c844a39391f8a68ba1cec8917359,AB,slate,good,good,1768
a0b2888ce37ba3a586346440dc48a389aa642bcc1202cde97cd9be8ef4732ad6,AB,granite,good,good,1857
a11e891d9b805572b48f7f6ace551790499fbcffc5ccfda9b6e910a8fa166a4f,AB,,,,1777
a158abfbeeb7070628a4aeda01e122edf648a810ba2acab3bf50c49c9fa40c4a,AB,slate,good,good,1772
a15fc909fc8278b7b525f1d1079a3435aa6ffefeed4cb37510cf8ca9be93be71,AB,marble,good,poor,1821
a253c2e2d907f75e91c0bd400fad29ebf76373ed810c36821944fb520dc65a16,AB,granite,good,good,1846
a28f0b6abe166d72d837d9bdf43e7778a573c70eaf72406bd07b8f2c1bec4ce0,AB,slate,good,good,1812
a2aa159fe9f8bd82242478016c0c2e007c584dd3a2ce498b9f149a0e564a9b78,AB,slate,good,good,1757
a2b645bd41262cf19060e2c6061229019fd2fe490fd02c2c790e278daacea3a9,AB,marble,fair,fair,1848
a308e38290f929b93067b410522aaf1b53ee30e4c763ecfccd7a42cdd53be6ac,AB,slate,good,good,1765
a474e99f04aacfa37840c590a51207ca3983e43712cbd2f67a6cc87e260d6a8a,AB,slate,good,good,1846
a49b5cb5576413e78ff4aa0e3085f1d714111e711546adea52c4c5f26f3935a3,AB,slate,good,good,1783
a59a88c4f800aa3a1eb04aa9883362ebb933580021c2eacdf7c7f8d30958c8f0,AB,slate,good,good,1777
a607f9d0e3e65781b26cf340bb0e7dbf6ed485a796fa602f8cfb88e6706fd639,AB,slate,good,fair,1767
a65cd02cb2accc685438cae8b7749980c43f9fac58c1a10aa6958a2274fdb84d,AB,,,,1769
a6b0c5ed3dedee92f53994bd099f8a705e9c77b3de2ca1436235b43e6b6b119b,AB,marble,good,fair,
a756ff4686529438007f20cd738387ca56f2eb67d39432b7b118b06d2f2e33ac,AB,slate,good,good,1793
a75806fc4c6808c41accbbb5dcf0dff61be3592d8298575bb40779fd6b63f013,AB,slate,fair,fair,1749
a77a7788900f43076f0f96491a07b529adf99abab0412e6280baf6c056900b66,AB,marble,poor,poor,1803
a7e94e6f3fa81c83750619ee710785d776f25e1b3fc40f79c2c99e65756815a4,AB,granite,good,good,1911
a7f145fc7cfcaf8447029cdb3487b0cf8c4b5f7e08fbfc8a4767b5f660d65ae3,AB,slate,good,good,1783
a8713e34b306797e7bb33da8063dad5a536562c96b11d377f0a3795cec6d0d3a,AB,marble,good,good,1815
a90e2da7d9222608deabacccb43a2d85eccd10e0edb57bfbf7d78028610dd09c,AB,marble,good,poor,1845
a92a30b1ccc0122e376d6f729f05054699fec09aa9523166f69b2bf41262b4e8,AB,,,,1788
a9915c83a8950ff2aede35123161c8e14db34d64b57cf34798cd6b05d5f8c4dd,AB,granite,good,good,1931
a9fc2dc1254493fbdde679cc69c8020c205af031dfaa4af53ad9282009ee3979,AB,slate,good,good,1782
aada1cfa02979446b2ee75ea6a27a7e2fb23a3c9a21d2aa53c49d8f7fe52b8a3,AB,slate,good,good,1802
aae148dc831a28247940e39587d64ed8a1d4c16fd786a0deacb736d1eed1ec77,AB,slate,good,good,1754
aafe9e7f06245978aa99c1077ff6a55064575ba9bf13ef3f70e36a8ccf647d8c,AB,,,,1843
ab277c1a890728450f71a94b748734156d831377cba5153ba37686782dd6959b,AB,slate,good,good,1890
ab4e7fc8286711b21a048ceb8356f955d3898db8441ea409a6070cb6d04dddc6,AB,slate,good,good,1798
ab51ee91a15206522c45d54281ccae0467580013ba05334605c4eaebc07338c0,AB,granite,good,good,1924
ab6d352b69c83ef3483c09dd52c90fc9d5b667648b173a82445e061152cd1e6f,AB,slate,good,good,1862
abc40f78279bf2357ef6d7aa95a474fa2a31f157768a8aa4f26d6c9dba6bb17b,AB,slate,good,good,1734
ac128db225024992f807706e6ef3891540aba997aae183339df956a78a5536c1,AB,slate,good,good,1836
accb55fbea327a0a868cb97557e486b990e518a1b44f0b22cbfe6807911bce57,AB,slate,good,good,1750
accc53e81fcf68801780998ee834e6a1120960cfb84c163bacca1a047cf8ee92,AB,granite,good,good,1838
ad3147b3764f7c5e8d5dceb5e42a77cf032e2b8737323c0f967340c8ec2ebabe,AB,granite,good,good,1921
ad3f3aa45fea6db2d6897eb9ce177b5ea73c07db10263e1c8fc8777b3fab08f6,AB,slate,good,good,1770
adbac331fe58efefac480b5f605ff34aceb31dab551b174a47dd727bb704a0b4,AB,marble,poor,poor,1817
ae0cc4f0388b41ff98c3d83c348ec14d8a31b1dad478981a866f7d96c3a24895,AB,granite,good,good,1869
ae0cc4f0388b41ff98c3d83c348ec14d8a31b1dad478981a866f7d96c3a24895,AB,granite,good,good,1700
ae36bfcb08dd1fc5bced27600fe63fbbe5b4e99332cd2b34aadb60e897e54a94,AB,slate,good,good,1782
ae825f2c78b9f1613262bda3ed440bbad6be5e868db61848f34e57a245c8757d,AB,slate,good,good,1805
aeba544c90dc1794e6b7865ce1cff8d4ee47e27c0326892ddf3f88be9e1653ca,AB,marble,poor,poor,1808
aeeb05acc929fee0e206b921da138a0e1c7c712b1db71f20bef9f55471a19866,AB,granite,good,good,1943
aefcbfb79bc2a97052d18ff62ce4e613e6ff303d54926ae99a2911ef32ce9786,AB,slate,fair,good,1732
af33f22c4589c7ff20de8f4cbee021109a655d25f28b40e93d9ba8a239a9aea9,AB,slate,poor,poor,1747
af55433d41af51f5c8d7fbf3f86f58bd841fb8696b7287857c3dadaa0fe87b40,AB,slate,good,good,1754
afad89e1a3ddaa156358252a45ab1ede143e9b92aa5b85ec95a39dd97aca3ec4,AB,slate,good,good,1738
afc48a8485aa05d4786ff3eb32f1d8513d134c6ae563ee101e5b8793c4770001,AB,granite,good,good,1904
afd57bb0c9edadbb97a124a5be56e19b349d6187caa7b3dd755c572ea731de9d,AB,,,,1811
aff3bc04bc7854693bbfcfb5f9ea28bae4c2b8211cdc1ef620b434e4b8b2795a,AB,marble,good,good,1879
b04b6f46addd18f23c43897e9e83bb185d300887bb28c13f221d25465af67fad,AB,marble,poor,poor,1825
b09b7d8feb47c5c83769b2b914b0243b0328d0abcd080344d9e6000de0a0445f,AB,granite,good,good,1946
b0df70363f25e091b76a40f5bc285ea3a375178467d28a9117580dad3d1568a1,AB,marble,good,good,1889
b0eeb8a3e50fdad7c545d08e89e605e6a35cc6a6a71a4e805f416d586ad7ad6d,AB,slate,good,good,1764
b0f83339ba4e503a593fad874efadb8d6e2e3bd8d164a6083723ea71d74e59fc,AB,slate,good,good,1778
b0fb7ecb7f96e53a8beef50035f8553c7ae6d79a4b4b9a9e38340c797571c990,AB,marble,good,good,1835
b1027d7ef8ee41d7285494eb18380a07c829e4f5fdc8f8a217f397981499f94a,AB,slate,good,good,1745
b13730806d11b324fef39d7dc133f874ddeef428a56ade35e72a98f8a51f4eb5,AB,slate,good,good,1724
b1c85de25be99865c4e90fc0f4906f445818934b2b0989dbd29a79f62028b444,AB,slate,good,good,1807
b257a53aa84e0a8f0fe22e280f08a71a351e5bf632ade71f6c5a7bf92c17c28d,AB,granite,good,good,1901
b26213771e68f7a23bc20274727feac055a35de82ba1bc96887bd6e56ca9774c,AB,slate,good,good,1776
b2fc7b6e6c7bba0d20e8925d14198893dd76ff3a3ad2efd6652a63a8b756f980,AB,slate,good,good,1774
b33aca05a564f6bcd31f0da0cda2ff0647bb0eaa36f0bb850b466d4b370d8756,AB,slate,good,good,1744
b4901482eb4d5b0cc18ff84100171e87498959026da720fd2cd496e954591189,AB,slate,poor,poor,1756
b5f2b675b222ffbb020e124b1d7cb75082a141e31ff9938683329076961b756c,AB,,,,1755
b604fb17b54efc3d51889959d82f1fbc653df70e0709c579b9a3045286cc5536,AB,slate,good,good,1801
b6180fee1ccc687abfa45a113b845b4ba5629921e8e9552bc6cf4e18f91962ee,AB,marble,good,fair,1833
b77170e0ea628365bff9f93126917d5860c2e956beeee8712cee535841d6eb28,AB,slate,good,good,1792
b940c09486304312189bf58f56940eec97cae0782d56d59bc9bd935cad9a7601,AB,granite,good,good,1893
b95d3634a8854cdf72411cd098fd0f60eeaaf51c4c460f6f143baa1eefd20d7c,AB,,,,1771
baa6bbadb80378eb55bd8cc93c7570e16690955d0b3475256193af5608521365,AB,granite,good,good,1890
bab07e657d5176dd48931606b0136fdc3661be71df9d9a795dc6788444735c70,AB,slate,good,good,1792
bac389d122409753bb48b583b3b54b18107f59fdfcb5852576b63b5d353fa36b,AB,marble,good,good,1891
bb05bf57b6e26b74822b49e98534131dfc267e96f702d9ef4f569a68b740e735,AB,,,,1819
bb8ec7808031680f83819db6db73d5fbad84da71caac324e37de41a8a675a9ff,AB,slate,good,good,1831
bb92044b48e8bdd6e3329d0aacbe67227de5c8791ade1ca4e862b0a9322030ff,AB,granite,good,good,1865
bbd9999edf6408265b77efa5fdc801cf6992d52f5850aa37b80f6719a793bbc2,AB,marble,fair,fair,1836
bbde473eca5ffac901a9470d0b3497bba5bd8be841a4ce4fc3ae1cb5ca6a6bfd,AB,marble,fair,poor,1791
bc1c76fd48a64670cf9547f314861538e08d6588cd910032ea58fe0485951340,AB,marble,poor,fair,1882
bcd4f277513c61fcfbe9e964deab19ce99af6cb3e6633290e93d70d72303c503,AB,slate,good,good,1759
bd1938203ae27b0af035db1ef6c598bc74c075962d4d6b938f8db6729d1a1331,AB,marble,good,fair,
bd3572d32897c6b27857ea7d23b030b3f73210c21c8ee782a5292e7f9b329a7a,AB,slate,good,good,1723
bd9cd741ca9dba07915c734a28aeadbd56483c9a61059c398b67eabcf53e49c3,AB,slate,poor,poor,1765
be0fe004277d32b8345c3501b7b64b3574604c5e249b70049f10ec1e595a25f5,AB,slate,good,good,1834
be70186825801a437e4def77b4ae24698bfd44355b70b56d6eafd85761362b0c,AB,granite,good,good,1925
bf5e66b2bbae0946e0075a34be8d2489654b7a70b1ae90b51649ef16113f9863,AB,granite,good,good,1864
bf7134676c17db721e45140dd796ee6631332c31c7a028c360206cc74fc8ab93,AB,slate,poor,poor,1752
bf7d12650a8961b828f51473396db0fce8d62d53c07c1a6089b983b7c708ab12,AB,marble,fair,poor,1847
bfcc8965273d1c044451e54c2c0796c10c1d4cb77660de02c59c75a1aa998f75,AB,slate,good,good,1822
c03f9fce4df3f981c269553f1ea2820c3f56f08b54e0eb6e97bea1d96b7a0217,AB,marble,good,good,1868
c07bfb33405c82d2d56666711be142c05700f8e2b8f220daf3ba89246f0fd301,AB,slate,good,good,1823
c1080a7af287cd028a8770eeeabd0f99a874b4472027c4e3e50e343763495fc9,AB,granite,good,good,1957
c1364f758ceed1e0bff65b77368d19cd8a191ed6cb0cf900ba75f80e4a57a05b,AB,marble,fair,poor,1818
c156577ca3ce55de16d822544690d69055fed1a4fbf9e962efde7e8df4f1902f,AB,slate,good,good,1749
c19178f8332e01612090eec820d13e5459faf0ec2f81a0c02a89c33dbcfbc4ed,AB,granite,good,good,1930
c21c50626aaf6b9c739ea2cb6d570ad7ac6b8f2ae201b520c4a7cee663fb80c7,AB,marble,good,good,1865
c248274ad85c009c95289bdce941c00353c3ca00c859e77ea1e55411d9a8e309,AB,slate,good,good,1724
c27bceda8737663b22e98f602d4c4e239013cefc415bbed064ec3cfe78899774,AB,slate,good,good,1759
c28c3cb41854882d204e97010ba9201cd18484b3b2e0c538cf42f763ecc0d5ad,AB,,,,
c2adb5f14e2183d4074f888ad0c32fc0aa3f6f18836c8a9bb164960ee7a568be,AB,slate,good,good,1752
c2b48653d694e41454fbec5d351fb6ec2717a4554237a9fc924d4a7260f4207f,AB,granite,good,good,1906
c2c00de337030b9213af8fda012caabffe4f239a0f8bbe89689540fb99052444,AB,marble,fair,poor,1879
c34d7762328ed26441b1d78c4f41507ba4d0dc92f6b1ca67cab8916f7fcc9d27,AB,slate,good,good,1747
c3629da56592aa4b6616f955229b18c51fc159eb7bd55640359f26987638614a,AB,,,,1840
c396eb5e4991901e1b89cc93a79e8ab16aae4eed20b029bca021f97932e454a9,AB,slate,good,good,1766
c449be2caaa8d33dc27c56502d6b132293bc79e89314af986197765174ae1712,AB,marble,good,good,1848
c46ffd366faf6c74e34d4b83fe00a175f22607bc46100966aba12dfb81c3b960,AB,slate,good,good,1749
c50d3bdc5239683dd9cd2cc7359e44d81b6990e7e09b58a651044d45a72e2ba0,AB,granite,good,good,1827
c5d06f5ecb191dc85eeacf468d3a832d7d624276d192948fe087e6603d12a07a,AB,slate,good,good,1775
c658520702e0ffce170b23ab22406c4410e9ad6a483b913d87c4ae732a611ff7,AB,granite,good,good,1926
c6746f2dc44b06e6d56d52d18a11d98e90b2e109f252a117e10f07a895c737fd,AB,slate,good,good,1762
c69e927af25e7eb6d6d618a0b8d900b067aae1302bc7d435f0ffe86e52744530,AB,slate,good,good,1770
c6afde191e51177064ee11ddcce0498722276534ff11895d8e4f5e502ae32a4e,AB,granite,good,good,1856
c6d55e38861e98dc5135a6e2115274e90981fab6568bf0a27ac8879bee909f28,AB,granite,good,good,
c7272a6f3dffab74d22ba54af1120190634690c469c9ba8ff2cfae175e5cb1f6,AB,slate,good,good,1723
c73d16ec8a17df1c1714fedac7b7981376287c97d64e73a1ad66d396174ccf37,AB,slate,good,good,1818
c7413caec0c96db92147bdbbc4aa1ca2c7135a332c52a4800fa9139ac2c6670e,AB,granite,good,good,1889
c7b47980f3182e8cdfa588c3e18e1eae3b6c973374d0daa7dffa291b342b2cf8,AB,marble,fair,good,1831
c7d4ceeaca8529b891e60fc9647278c68a08bb6c8418b53e970512f033323c0c,AB,marble,fair,poor,1859
c7fbc758a9266e13b36214cdc5dbe75df9404e389e2380a0808a011a1bb68ace,AB,granite,good,good,1857
c7fc4c037ce6264bb3b28946725f3ee25e0d21b9659dc3913b575a484408dcfc,AB,marble,good,fair,1791
c8c708699264b483a9386cc1bc8cc929f8b9c7b262ff58124a06bda4bc4c388f,AB,marble,fair,poor,1819
c94f3dab284ee231f1979ff76fb9da4a59c4ed044a5635217c2f078d550ff4b9,AB,marble,good,good,1862
c97310baa0c61fe85aaac92a16edaa8ec4ded4d60537e417e9bc72660c3b687f,AB,slate,good,good,1812
c98f22cbc059569c02630b3ce650ee755f589decf1a590d574a783df9dc08fac,AB,marble,fair,poor,1815
c9acdb213412f4af3d4cb47f141822a6f287e2be51a4be4faf5bfca329346b93,AB,,,,1743
c9dc498b0d6f0fbbc88208cb7e54b294bd2a88f65868d1507fbe334e0fe72406,AB,slate,good,good,1772
c9ed27c19974007449beaf47395a9dcda280cf811f9cbaf720f9c5f3a6a9eb18,AB,slate,good,good,1782
ca50d6bade6bca99b51c08e1496eb7f3b33f712a853847f526cadc7751d5d86b,AB,slate,good,good,1784
cb279ab0861d8a4b4b21799dba1e08a5e4ae674d9f6fcbe4b7c4435eed628ca9,AB,slate,good,good,1818
cb4db2ffda7327adcea9f310585c3f3ce55d7e3d660b4474ad8642a4f098b099,AB,slate,good,good,1812
cbdf287e074258c7374ae82ad971b6880e79c4c18b9afd68113fa7c1033ae827,AB,slate,good,good,1836
cc7ca5bc411458fe080a1afb618be2d677bcd9d4a01e701c899484a45a8ec7bf,AB,granite,good,good,1888
cce39394262a87584d563f973f246e3c93b91799e7194087100bb4d41e420d53,AB,marble,poor,poor,1875
cdb351f36445620a7e6f52f3d5c6cef7ebc8dd1b6681453913da4daca587ed12,AB,marble,poor,poor,1834
ce124938271d9ab16905b84b6f4db82d3e32b9c48eaf01e7393eec0c6c91e847,AB,slate,good,good,1780
ce28341d3bcb1157dfcc80aee43537cb380d004b93d15feecfabe1e926a484ea,AB,marble,poor,poor,1851
ce3a35fc1bfd108eceeb2168797b06e29227a50f51f283cf4fdf9fc0c1bae433,AB,slate,good,good,1863
