hash256,section,composition,condition,legibility,estimated_installation_year
6ca9f2ef8686019a5524838e8c242a1ab703936ddb9e14c30d4221aecc50731b,AO,granite,good,good,1940
6d27a207ea5404baeb16b42b2053924274a0d726c666e14e1ba9daff0eaf9d63,AO,granite,good,good,1875
6d6a9e20e367049fb01149af80a74e5fe446bc4bdae2562f9f53dbb1bf84bdf1,AO,granite,good,good,1864
6d8ea400a1f00e1782fd535c259cc1d60d47d58caaaa03439f8ea68b4029be0c,AO,granite,good,good,1943
6e05035b07cb8dc925a9b4ffbd68f6274b37ae5b36119a8cdee129b4e140c891,AO,granite,good,good,1883
6e5520f72342dd6da03881ae53fbd6b9e7d1f95809355d35b0a5d28bb30a07ab,AO,marble,good,poor,1794
6e8e14689fddb6e5dd8881603d2606f28e180bb48df4f56497d9ff11b1e7f76d,AO,marble,good,fair,1876
6eaeb0af68208a3e5b7f18024282d54be3e595777e1d0dc67c7d38e000781edf,AO,granite,good,good,1872
6f8df37517588d518a2b2a340db769e2d7dafb89ec3a48b7d18fad5c223f6d28,AO,granite,good,good,1871
6ff43e979f378360026e8600dc51b642cc99b30862765cf413de28900e2085ea,AO,slate,good,good,1956
7022eeee1b83621a93e2abc672b5b883a2b578c1c8dd18054840970450d96fd7,AO,marble,fair,poor,1852
706be5d6dd95856f840c35599aedfc2a5eba8e77d82bc9f031183c586f0f7a46,AO,marble,good,good,1820
70c7178669363b6948a08cb610b287c2aa64f947573533682888dbe0974ce6d2,AO,granite,good,good,1957
70e514a99bbc7acf49ed92fc143761fb998c46c474115b3128e32050c8cd8352,AO,granite,good,good,1869
719e669345aef108d6ae49ce05dca40d24aa7a5545cc0e8151f0ffcd04754b4b,AO,marble,fair,fair,1859
71c42c32e696d10202df78e1005adc3e9d201cbda00ba4a02ada6cab8be99cac,AO,granite,good,good,1892
7213d419325db1f2cad72a7e423c3b66d624b7a743800149204a30f3637e87fa,AO,granite,good,good,1838
72cb4d25d38e9e736a634ac092aadf7d31d32e30671e4db4a398043f959deccb,AO,marble,fair,poor,1841
72cf59d25993a78e9613204a36c81bd7f23ddcdf1c2642cd6c5316e4f1554181,AO,marble,fair,poor,1870
72d17a4079e0af837887df64fbb787ba73e17f41fb2c1ce4857e741689673dc8,AO,granite,good,good,1954
731fbc618d6e569f797fe0a732b998816e9de99c06ea41b63de939a9b7105058,AO,marble,fair,fair,1903
734269ed4600cdec018a50ae79877076ed7fc9170994221ecb19682d1eac3caf,AO,granite,good,good,1868
7397efb1c44034c9dd893757d768c9bf83fd874f3ee36e8363ee624b8748d23a,AO,granite,good,good,1898
73b803bd9fc84622e54ee392ab8eb4c28c93594604303f939ec4ee9895b6bf4c,AO,granite,good,good,1897
73bda97edd0e7edc4f64ead65700083577ef5b1cf7a8f7f714724d2b3ae9ac7e,AO,marble,good,good,1903
74475907cc046e69aef6a3e4f1b21604662224bf357fc27ef5025be902433210,AO,granite,good,good,1994
7450894e54e2b0b5c04f4a77680e0606e61851dd49f20031d0c0949b2c0b1a53,AO,marble,fair,good,1847
74a3d819f3d587cf38f0223d4f9d2b56ea313fb64a45488593ba81c4b4b0bf20,AO,marble,fair,poor,1851
751c1e530ffdae0b0442ef50e86296a952b328d51b3f2a0de654ca4fa972d2c3,AO,marble,fair,poor,1878
753b90f6bc7f5d2abce38b6914d0abe453852dda74527f753db60f7534447b62,AO,granite,good,good,1846
755bf9de9de5ce1936dc3fc3043b66f296e6357d4b57a8408d61b08a11b09f0b,AO,marble,good,good,1855
7570c88620d5400a83216ca7b20d08e79628eb4ab274ead5daaf27e51fb34c32,AO,granite,good,good,1885
75b7dcb7c44c6b06228e5b0ace739dfe495642f6fc2d78a6cbaa7416bb205a5e,AO,marble,good,good,1869
75d2547148dd4fdfa42968c1e27ec20cf599d0ea7fdadaa319f5b1fd4c36286c,AO,granite,good,good,1898
75f4001eceab82e52b94194b69222ab4678a4c93f8291ca9ecf056372f3c90e1,AO,marble,good,good,1840
7624bba0688c41f4c8052ea2ae8b1457146b52b71b2dfdede27f18a743c3febe,AO,marble,fair,poor,1918
762ccdea627cff168d8c81aa9e272426e3fdbd0938e8e48a5d1ed861dcef7c8d,AO,marble,poor,fair,1886
762ceecaf3e6f45cefefd957bde4e324206242f00d060941300cd8f079fbce07,AO,granite,good,good,1835
76831fe93eae983301349daf7f95545a22d045f0fa6739dbefa64a378726b515,AO,,,,1874
772a5d049bbd1245db4dd8b60f93be56d4c5ff92609c083f6e2bf648c9dcd1b5,AO,marble,fair,poor,1847
778394bf427f1dc953120afc3b35cd2b6d168dc1fc7670d8d5d1046a30a9ffb7,AO,granite,good,good,1849
77e72459286babf11a341abc311c52d425a269c05c6f4a23df51a635b1e69614,AO,granite,good,good,1937
77fa110fa6cd5f591618c40c1226454ffa8175a8e2dfd4ec45ab09a0babb4444,AO,granite,good,good,1864
784efc16e75f6ac5f98252a098b106347d0e6ef7762e446e6dfab3632725b8a1,AO,granite,good,good,1905
78ab0e2e33a319ec4608b0889d3258fecc16e9480f89536cec6cb8f4c36bc3b8,AO,marble,fair,poor,1870
78fc22aff28f7fdd0c4c77423b105d3c9e5475e4a1d31a393f65e0569799c261,AO,granite,good,good,1910
7901890e0e1d359632f5f74ab595b00a8ba8aae96cfb84f95a166bd41d0d678c,AO,granite,good,good,1935
790a441d2193f939d995f490470b1204ea022e1f1e4f897b1f1547334254dd74,AO,granite,good,good,1869
793f04957c131724c5f7967406f32bab98ab1c8f8fa5e6887f9122aa9df2dd87,AO,granite,good,good,1879
796178967b74bc2951d6f7df3b2729aabc4852db119a5d1566010660472f0662,AO,granite,good,good,1866
799f9479094d8c480995520b6374b2e90da6b58032b6857ea15b574bbc37d5c4,AO,granite,good,good,1856
7a32add04738911aaafb5baf9ddcc098fe0e63741a226d67476dc820080f0bd6,AO,granite,good,good,1931
7a92c7b76ce1f7f5278c3a3501d3485a8f9aedda9f18290957b35a591b2a07ad,AO,marble,good,good,1875
7ac5c1e2fe46c020c6a89a0e32144875fe4b7d6e2f4fdb9d9f2abe8b7203650c,AO,granite,good,good,1801
7add091497df825fa61c1975382d899180b91f9f80193549cf59e7c6c98226a4,AO,granite,good,good,1887
7affcf9a215dc7e3e5bd87b1d7ef7399a42dda183307ea075da7d8d4d3cf96e3,AO,granite,good,good,1860
7b15e4096528607783e216e8290c733577135e468a044e06d65a6f82d587f353,AO,marble,good,good,1842
7b64de9ab13bfe0f10ff44bf03667ff222780f81aff9804c13efe0d89be2edd9,AO,granite,good,good,1877
7b7b64e210c73d6d6c7f9e8e8fdb4fc2996200859dd71e197d9c1a060c47c7ab,AO,granite,good,good,1907
7b7e03cf51f8e97f9a99cbb1ec25ea6b61ec9add3eb796dad810612ab9c4b7f4,AO,granite,good,good,1912
7c008f45d11f36ee9e392da1a742d62ba2af33dc6e794856867c98bdd004347a,AO,marble,good,good,1858
7cee5ed792e62d60eede2b028c5d6c758d481b87692c78e15c7e9097a2761dfc,AO,marble,fair,fair,1868
7db72e1d4e1d4faec6b199211b5a36a99cf9b63df71e95e130cb5dd77278529e,AO,granite,good,good,1886
7df4a4d72bc811c6c98fb07090455f032926c1db8f603033164520a25e9ef8e0,AO,marble,good,good,1839
7e5627d3a14035e93cb9f8c589db72f16f5e83392c955858da464abc2ed43544,AO,marble,good,good,1856
7e9a169654460087e63fa122bb763bf90caf78350572149ccdcb5a1c5f85a72e,AO,marble,good,good,1886
7ead0368138347e602efe7ac2bf9814df13a2d65b632a67dec429feecbfe68b7,AO,granite,good,good,1843
7ef871408e153159a12e4701293f98ece626b7027b2432ea208026804f0e9824,AO,granite,good,good,1866
7f3beb70a052fe99725808151625cabfb9523a89817bb9045592611c2630a435,AO,granite,good,good,1887
7f9c7d1ef1643f44344e5f37481a0c860f850e1d6b193ab616f3a8fd1679c9b2,AO,granite,good,good,1849
80163a971e3a5b403dadcaee29f54c144006b44d8b1d29a0020cb34407d75ba8,AO,granite,good,good,1991
8057698f8eff5449536f80e178180e6fe3b1600bbc07c8e8b4df8efc63075502,AO,granite,good,good,1833
807fa62c0d9c2872ab4ee71ce19c8425c2d2ea6eaaf0a44a742c6be9ddafb321,AO,marble,fair,poor,1850
80830cc5ffbb5fddf1a02a68a68f4f5ba35b635492927cb4c474fb66d761e20a,AO,marble,fair,poor,1865
809c80fdf3d5356f755320998e9382a053845692907e7ff76d2b47abdace234e,AO,granite,good,good,1899
814440d7cea0a2158a759f05cf128482d3f45240c94a73cb15d808dd1314c87d,AO,marble,good,good,1873
81b01aef7841f4adda98d066df8ba8a9ecfa2c682b98575eaa38b9ded4604d2a,AO,marble,good,good,1834
8200f99c8f689a2b8689c0a30fe24a79fdd54d8a1dfb03734febce8f37a90914,AO,marble,good,fair,1845
823d4a57b399050cf60896ac8d34dde82ed96e647edbef99f7295377df401399,AO,granite,good,good,1881
82614c52c1edf30171fc311569a9593110cbb864c07810e62a87a766789c0e46,AO,marble,fair,fair,1856
82b2e0ebbab6bb8deae919a7ad54a44dba421c28e138bbd4e37461840e8e0d45,AO,granite,good,good,1811
82deecf7f819f99a83d80006dc62f957d2bd44b8b964a145da2fec10799c3c08,AO,slate,good,good,1831
83ef46a0e55e61fc2fb43fe3e795e56b6593767e487b824f82c0f8619bce6551,AO,granite,good,good,1919
842c364ba62ed0fdf62ed536f4e4f18632bdd2a95a6f0a2e6831bd3b7aa79826,AO,granite,good,good,1880
8490c0158d994ca3f2a7d41e59f58b5f1923fdbf8099789a6afbfa6bc7dbc45d,AO,granite,good,good,1834
8491a7dc5cd5a0506ddaaca7aef278452e5356ab3783fa9bf30dcbc49c501117,AO,granite,good,good,1916
8505ddb982dd6427284b6b919c04289c2efec90575c6cb8f644b0cc4649e5b9b,AO,marble,poor,poor,1854
85ba99ad16f4a7b635d17d7f656d0e0c9a1d1dbec939d7903522f09c42a67d46,AO,marble,fair,fair,1837
8616a2a4cc67e3a80960618d29f9691e130b055f27fec53b7ba95e4e06a729c3,AO,granite,good,good,1914
866779384bedf3f4b342527002c1542d8667b59430c14de5fe596130db4a4e0f,AO,granite,good,good,1854
86ae5f09fa0b4970dfcebd3db34a1500ad62d03dec5465a764a53ed092a1958e,AO,marble,fair,fair,1867
86c09d3289b1464b5c3e53da8f5cd03f7ec60bc3e37b21319034b7919f488b5b,AO,marble,good,good,1878
86e301fd5b3eb438e7125f4c00e1651d99b7a392de72fe344d73a6a0f30806c3,AO,,,,1834
87530b8abd694a0e3f6e82a90538bb23d4dd760062996bb28256dccb094fc796,AO,granite,good,good,1931
87ad3bc773c7241ab65bffc6b1498b0a45517cc8ef1caffbd12f5737a4e73bf0,AO,granite,good,good,1892
87b59788802fad2f28d80e10c6a8760a1543283d8bd8143318a873980e717799,AO,granite,good,good,1876
87fe40f053ff92774f25a2ddb392a75d97e5de06e6eaef7c3fb414c31c36f78d,AO,marble,fair,good,1864
8830e275f5606b205b7047715412f142635773e6dc657e48e3d678c4d0f41140,AO,granite,good,good,1894
8883183330b6c1c729b7ef1546b13ed656e2b93b9cc961023c8ee932449eef4f,AO,granite,good,good,1849
88d1f14122bceff8d2c0d068c664842f7909dc5e33f9d090324d8a34854109b7,AO,,,,1836
88d1f757c6919fa26c917e5f5451b5d282d6c15b39db2880255d594d2e62b727,AO,granite,good,good,1871
88f4fc1787dc33f6fd02509f45d0e7db2fb6176436bba7e208bd1d984828459d,AO,granite,good,good,1865
8923deaac09e6ee5b8be043406804c7899cf286e0c93bb03c256c7179e6611c4,AO,granite,good,good,1826
8937421bf2e4e4299b978e995d12f6231b6d5ef6b8a6184f5752246f2f7e3617,AO,marble,good,good,1858
89be708775b77280d53288351f7932e10fbbe4e64fa6c719f9d604946a9c2a0c,AO,granite,good,good,1903
89dc0aa4e48fad550914adf9d44fb08477dca60442c6dedb23d90423a636ae8f,AO,slate,good,good,1821
8a67f8c5497dbd5392b0bc2cd8ecef1a9b3a5618a2116daee8d81fbbb7593197,AO,granite,good,good,1913
8a79d27984cd197d2b608d68c998626d7bc1dbf562a0c50e0552252e465f5ed5,AO,marble,good,good,1898
8a9e0fb85706c5ff41165672ece66f69d69eaeeccf596e2082428c78aec0ee66,AO,granite,good,good,1877
8acc1723277c54606fde9ae556b49d07f97044a71858ffc90fdb643793713dd8,AO,,,,
8b5e1cc5517e27cdc10341f2156a8c4de795b104d3c8c81caff55da97b8aef38,AO,marble,good,good,1873
8bc1edbaec62a46df4ee700d92b15fca15738a1101af8e4dfc6b4517e30b6db0,AO,granite,good,good,1901
8bda1420e070798b065e1d56793d06c391e3c8bb4b40a4e3cec9ce9d298637b5,AO,granite,good,good,1931
8c260392b3e7c69fb31b8d805116c8df0af6db2017c16de799459b455d2b139d,AO,marble,good,good,1884
8c41e42e013409c413da66255b96d12843d994a48b6d7acd8a7e0c597c1efa0f,AO,granite,good,good,1884
8c759f0e8e42b5e00fb053711285609e5e8caed1cfd916a2dbf791bcc10b4ada,AO,granite,good,good,1851
8dd6641c4401532470d2f1e400cbaf301be0ae9a49b59c44511bb53ba956c087,AO,marble,good,good,1883
8e03469c1f7857e4010b4f9de3417995155522af4db5bf5b02c889fc6558cc11,AO,marble,good,good,1959
8e9831c859121143665b3dd763f9379b898f9e8fdb14cb5c2dea0567ea5a90d3,AO,granite,good,good,1909
8ebc4af7448d91e13d4ea79cf891ed42a41dab950bed029e1205860516a4b72b,AO,granite,good,good,1984
8f30276c131505a2ed289cd9e5a992a1fedb2078a5e3d0e196a4f9529bf627b6,AO,marble,poor,poor,1855
8f956e3f1c5b840a218a4ee12e7d7a343e151175af6d66d6986d25596c574b94,AO,marble,good,good,1872
8fd0dee651c30c76c7c3916dc8be2d87cad45500cd3cfaa850354c9bbd68694d,AO,slate,good,good,1777
8ff043df168eafd03f55025e19c857b44085ffcfe969160f64a8ec5ae23510e0,AO,granite,good,good,1921
90013c9306099a18ba4bcb0127516b15372e575860157553f96979ba3f6a7cc3,AO,marble,good,fair,1921
90358b2ffa74662e45e672349976858219121919f4fbba0aa777ce2efacbdd26,AO,marble,good,good,1867
90d4b611bc862d29ab980db846665a28e650bff35c3ea47f657896f3d3e99d32,AO,granite,good,good,1872
91225b572c2b1012cc3fccc6a01b68c2c04d98712be738b998321c232ee9d306,AO,granite,good,good,1825
91847fd0f2158787df0f4bc9ccae2351bf8b0db5a12393fa77d481dc4ad34243,AO,marble,good,good,1828
91e5c07e56dc7023501209e4893aa7eb77f03c21c22662bf3ef1a3c6525ab9be,AO,marble,poor,fair,1882
9201fbdf159cbd51c7b7201206bbedac294da0a067fe870cfdd0d93edc53b5df,AO,marble,good,fair,1864
926353ee987270132fd266e38f785389c5c661342276831fe1643139ea696c6d,AO,marble,poor,poor,1864
926af36d425ab24ce73cfa9919344c4b2f95110d1e92f01d3e487ed758d8b238,AO,,,,1787
92e6fffa91f7eae5b9f634c893cef08fe64c36dab1ab290f175b577f738201ee,AO,granite,good,good,1908
930741dea145a0d63c2ac198f8d2c9526ca2d35bae53307ff08ec8d099ce5775,AO,granite,good,good,1894
932dcff352433dc0a97c4b51d6af7f84d5078260cf5db2a2cdda785bd9be8713,AO,marble,fair,fair,1857
936b5673e0d37a4582be9b636479de9856526c65e00a735561afc239ed70b8a0,AO,granite,good,good,1922
941f20309276027b37a50a526accea0102ac2bb014dc45fe34d0a96939852a4c,AO,marble,fair,fair,1856
942c409b0876310228a7a4885dbd0767ec680826457f8fcee45969b70059dbde,AO,marble,fair,poor,1885
943c5c286db6855ddb1a86afc261129855298ffb5ed7f355c724adce214f3a93,AO,granite,good,good,1914
94786b2a412f34e1cd60ab815689a35763536e93bfa198db0dad2d1478e59de1,AO,slate,good,good,1956
950f1d7a8cb1647d3230720ba98dd3a4b578faab25269a31e0fbf9de5585d4a5,AO,marble,poor,fair,1865
951167ec591926fc33edeee272775b1397ab0054e96cdcd6a047ca9a66163fb7,AO,granite,good,good,1883
9530effe929b43bd9e2491988df71a72a5c88dc5b3bf5e33617352f0635d40aa,AO,marble,good,good,1920
95dff671f6b9a28ba17e73426a06f81988a6b5f3e1a7d0699397cb223a3a5223,AO,marble,fair,fair,1844
9610e81122e00cbc1a4e86ac2c11e6834204aca8ebcc7a3b9e6d9b968e36f4c3,AO,marble,good,fair,1873
9652c1cda5d80ea889c502be62a84810222f9b3b1c6fd8aec575289ed65195f9,AO,granite,good,good,1893
9681131ba14b42ca69bade0b3651754a5cccf5abe2ce870e7d514d96e91899fe,AO,marble,fair,poor,1865
96c94763b39d46c29d7a4efbd079d4c586e095cc37e9561d02605ee0252058ec,AO,marble,poor,poor,1844
972bcb35252c831d053c92753e7557be205859d496c88edc1dcd67e86e9e481a,AO,slate,good,good,1770
9790cd59770d22b51eaf7d46b6fbc1a0f0d71386c5e5030a20f249e7858ca698,AO,granite,good,good,1833
97c8234aa02df7445fbe82234632941cac4843cc5ca0d9967faa4bf448c6f716,AO,granite,good,good,1915
97cb7b441825241159b4d6f1cdddc2e0712b0cb6d6cd79a5161e4fae581a1b61,AO,granite,good,good,1884
97dd7b442e6c9b22ff6a1a04d24ff1322ef24864f389fc54be942bbf0d457c8e,AO,marble,poor,good,1867
97decab0dc74eed60059b297f6c412ae92df4d8f2f9a0eecd783f564990b8a17,AO,granite,good,good,1851
9842a9c58cb2c49dd68ac24295452005eb0e20788f580f8dfd5cbc0fb4e69b63,AO,granite,good,good,1905
98e916c6fe4874b1fbc6e061db364c12af6d9cc6bbf1f124ea5f6f5970e748d6,AO,granite,good,good,1894
98ed97efc85802c24695c9df8af7bf46f13e2d2c5e7623c949ef27219ea8f411,AO,granite,good,good,1926
99371ecee443f0dcca92d27b01b488321bc5b1c47411eb68496e43868cc882a1,AO,marble,fair,poor,1851
9984f80c569edfbd1464c8ecf86c894d619fd3c6217eeaf178d16143de183d35,AO,marble,good,fair,1918
9991f29934ab6396d61a818bf2f88ea13549050a280afc34bbb5e11d20e397d3,AO,granite,good,good,1901
9ad839a7ef179d8505b24c547447ebdfd0042123e34c1a26c0bc272aa7afbf35,AO,marble,good,good,1846
9ad8f5d258a9c0d5be12403433969347fa2f9a9318ec872cdce20d06378f31f1,AO,granite,good,good,1897
9af75e96ba428193d6cb11f729193d5a39137d610038dc5f281e8162f8951269,AO,marble,poor,poor,1852
9b9a8270b5ce06ab880ac21dc95644a4e5690d25b92e1077172ef0154439aab5,AO,marble,good,good,1865
9bc27e31d13f1732145caf05e6c01366987cf70495e36c3bbfc11baea16b88da,AO,granite,good,good,
9c2769ba5971628a609fc89628dea7a7d7b92bb6050dc3b876fdbf427f49db37,AO,granite,good,good,
9c34bd935713ed0a68b795ef14ac7ddb1bab1d1165f903aad960f16aecac8e31,AO,marble,good,good,1801
9c47f32e3884dc41f4f1bd1a5c18e5254d431db202a69d6b2ce775c078d17882,AO,marble,poor,poor,
9cc924dab60a37875b536fbf01b44867b374b87728dbef8026d83a7986f8ba66,AO,marble,fair,poor,1883
9cce965a1b42255e994f3687520ef90e4f5bd6e2e6d94f8ec9d1a1d7350f816d,AO,granite,good,good,1913
9ce5b9861b29313349d2a61af2cd17cd471c7de348c0e9adc711b83de92c73b6,AO,granite,good,good,1912
9d6104e5be87c03acd896e8fd51c1d59352ab3f38ceb442b7d857a89ae6d05a6,AO,granite,good,good,1871
9d8be66f3d4bd1b157f3687f24f3395ccb0c82645eb86f383e5e259b2a7824ff,AO,marble,fair,poor,1893
9dc0c7177d993be9608133a16762e3b23beb8b4caf22e80718b11bcd35fb8a85,AO,granite,good,good,1924
9e70537144d4d171708cc86fe5ff81063b3d4c05f8d7d015a4e50b5f1f9cd758,AO,marble,good,good,1910
9e918abe0b0bf9a7b2f0d9d6ebd3d7c7a2dfe1be4179889af1fd96a2ac6453f2,AO,marble,good,fair,1929
9e966fe97e4723984e6782fb3f44fadb53d0b30f0896f5da86567709aa05b408,AO,marble,fair,poor,1871
9ea2ebb1ecc61f8641daa5e32cb64a3f03809022030829b7296a4fea11dbe54e,AO,marble,good,poor,1916
9eba42f3b577bfee1c4c17093c215758d5954c0a5a46c152d848195b6db8a26c,AO,marble,good,poor,
9ef615842e1da3de90094e6c3d936e2ade79fc0a5cbb48ae2f07775056aed392,AO,marble,good,fair,1812
9f27840d0c598c43e98d0ba777f2f59af37a7dfa105708cd0991fcc873fbe15f,AO,granite,good,good,1851
9fc0a437039f5259ddb2352a0a7064abbd1315ea8b16b2dfdb6053b7e9ac6c14,AO,marble,good,poor,1877
9fecc2b3e6f52d415af1d5f41426b8c56e9785687b61cb6e926f0ad1615dd79e,AO,,,,1849
a02449b0c76555056442e6d526d6d346ad3fb55f30b913a4a2e9f79a5f3748bf,AO,granite,good,good,1841
a079cfc03a1d4bd999d434aefffa53aab1b193ba9afb779303894fb75b451e08,AO,granite,good,good,1894
a0b46d497eb2cc9c2b5268d75d078e8adb3ea7cfebd7a14f99a495e6825dc10b,AO,marble,good,fair,1844
a0e15d45a20e57fbb28a7e570f04f78458998f3b34132c60f75dcb8f041b91bb,AO,granite,good,good,
a124f22c42ffd9a59f2f7d74468641345c4f096aa47086fd2b4a5c1d58295be4,AO,granite,good,good,1907
a159be1900d20b8332a8a1cfd9a1afa104286c67a3b2cc93eeccac1e8f1c75cd,AO,marble,good,good,1837
a181b1589478eeeac1676c3cae6e2e94d72c8b3f7dcb61b3d5d20f493a44be93,AO,granite,good,good,1895
a18878610533f1d225bce4b96d9f8ddf6838debc2b4eb98836f50fdd9d41b90c,AO,granite,good,good,1895
a1af382e03d0ed9fd5b4227c73caed760b2eee1a8bcb06fde1b3c646c42a22d4,AO,granite,good,good,1910
a1b838e2682621a1c57b840f97d148f0400faa3c520aa18d2c326cbec56134bd,AO,marble,good,good,1865
a229665120170b4f9a60c038bdfe30303220642c70316cadb5f95d09843b7165,AO,marble,fair,poor,1882
a2ac4ec8cf6e17fad78a0f338d8197842efc6ba70b805ddd36da0454cf4c17f0,AO,granite,good,good,1907
a2b187b7c837cfc8d0efa8257c243c2c3d0a86dd7ee7e8836147df6b3f1c6cb8,AO,granite,good,good,1902
a2b853613d1273e55eef86debe8fc82a87e8e344ac24a89b5efb2d7a4a691a2c,AO,granite,good,good,1867
a2bc286eae02221be8e7ced6ff4cf380e27659c62d7eb405a162d20575495406,AO,granite,good,good,1836
a2cf5ce35bbc3c3c09df1ff6e930c2a4361a512060c2806ac42d65cc054042b4,AO,granite,good,good,1912
a351a0f61a941c243035cc41dbcf34a084ebede651c26d1c489e9c7bd83bb5ea,AO,granite,good,good,1847
a36b50e2c1dfd2ce9627f49784f1b33161596ab81db1688c82abbe7a13a1f4c7,AO,marble,fair,poor,1843
a374deaf4a96b6d078f295130909321a529ee4d1d8a9229941462fead6bc22a5,AO,marble,poor,poor,1849
a391c716e0d4d6208d725363632ddcb543be0f2f4842274ed71c54020e6bf57b,AO,marble,good,fair,1847
a3d4be392b9b1bd28bd04ed3ce2ffa6354698d25f485c1336b9d46da20b3930f,AO,granite,good,good,1892
a3db93db5b310b0b71272735e8358f64d27fb2b196273873f17aad4b475d49fe,AO,granite,good,good,
a447990979d50c78e7e8953e658d80bac120471efeba10cc33d6f54ce65be339,AO,granite,good,good,1947
a4687f8b94b68930d01b0cdd72fa53556e2c62b992d092a43092f812b83a8f70,AO,marble,good,good,1870
a4a142cebf22d0df5e4d1f75efd7f5822bfa2f87f92d9e7a8b09d3aa1132889d,AO,granite,good,good,1847
a4c6b97e606f27e1ad6d22e4e487507e76a2117f740084a3399ab24c318483a8,AO,marble,fair,poor,1883
a4ee54e102f4ec04a2928fd75449a8d0a88c961c3741aa7117fbebd7c81e4af0,AO,marble,poor,fair,1842
a506997bd774f43e482b14984c9afebc98f1a7b4715e3c305af3702417a43b27,AO,granite,good,good,1893
a531bbde029eb71f578d67f684512b162d7fd9cfcaaffc288c83d139853eccaf,AO,marble,good,good,1899
a55bac87e29aaf96e5a294a2b8073aedcccaa4c6615ff282bb416a02e9308c1c,AO,,,,1851
a5796d885e285b2ff99ed8b667a737f7f4ee6d053df2885453228fd92acb4f0c,AO,granite,good,good,1951
a5dca7ccdafa60c4a0ec3e88eaffc648b52393fa1c7e388f9c59e25ed23895dd,AO,granite,good,good,1884
a63d3c5dad7eb9b997db956cbeec338a338ffa599bd4fa7d69d433ba816dff75,AO,marble,fair,poor,1878
a6941da256a5928e29d0fd9e3e954cfbb1bcb39108a314a4b63bfda6d92fd16a,AO,marble,fair,poor,1846
a69fb5e3a0350f8a47fdc4d4a9644097e629daf1b615433286e50bcb423b9828,AO,marble,fair,poor,1837
a6d3ccf4ec7f0917e74e858bbe68f2fa3d3db5014641fbcc14100ac9a890e878,AO,granite,good,good,1887
a71b3bbb6a1d9d03b800afcf61b2da23e41374f2c845fb2695ff54f76a3443a9,AO,granite,good,good,1851
a7700c9864d256cdacbdbf5c4949ae7092aa5ab61a6dd1752b1db36e5cdb5af0,AO,marble,fair,poor,
a7e2edd3894770e092d70529ec4de7585cfe74aad6796954fcc5ca1a4ea8ca42,AO,granite,good,good,1885
a7ff73253025c8edf5d952dc3b219c06b5b4c31ef2d0f7a1bc39a96c6e5bd480,AO,granite,good,good,1913
a93ef71280fb8714d93685a7109f93100a50f85b99018d85078d3edba84f66ac,AO,marble,fair,poor,1845
a946170820348e0a583b6ecec81b601ecd72b3ab951f1831889e6eb1bc378e3c,AO,granite,good,good,1916
a962839ed9afd267a8a83bcc146ac7c979e0180791060dbe540217ae12703c08,AO,granite,good,good,1943
a9fd558fcaac1d0359f2b0880508dc24aca1ee3cd6a1ae74fce08c91bed08c8f,AO,granite,good,good,1886
aa46e5b2cfc2e33dd42b973b1b51f1117801919352c78f3342f4a1b4423a5735,AO,marble,good,good,1843
aa7da529635066864778f37ae5f5ebc4ec27cd0db6afa30caec87f98f0032ad9,AO,granite,good,good,1931
ab3d63bd5f9406ec80bccc9fe8572e8c74cd3889cab3bef392b285ce48700930,AO,granite,good,good,1928
ab3f4c7fa29d56a6014d69c0457d8bf30ddb63c9fb82fa064208c5cc30d1463f,AO,marble,fair,fair,1841
ab4283494b1b4da06e38b090352420bb4a89d98de73648ebb0f10450bf1309ff,AO,granite,good,good,1916
aba694d3f706dfb9dfc1b4b283fcf8684253bc98c49fdc71dde0c2ae05ff49a9,AO,marble,good,good,1858
ac13badbeb5f8e9a842808801325abbadfce4e53775a37b0bee150ec857764fe,AO,granite,good,good,1902
ac75b39e593f0b7ba35e0777ea77ab474b6db07be3e23f8c08ef313dc95be551,AO,marble,good,good,1856
ac816c367d5543c5b429645b8c44303bf5588846fe4ae05fede25f951a7052a1,AO,granite,good,good,1924
ac94345b1f05ed6b4e3d1a66c3bc0d427d8095e757b611fcf7b532d1f47c243a,AO,marble,good,good,1850
acbda90c820ed6a5e70e6a46e8394006fd3d84999d98c38be8ba08b26dec6e35,AO,granite,good,good,1885
acf5fb1dc8c38884b9351ea762741e458cb6d2a4ac3106d7c9777d112cc26aa8,AO,granite,good,good,1864
ad3b6cbfe3fc7bfee505828e90e1ae13b54a691291548f1279ab27ae43d8b89f,AO,granite,good,good,1918
ad6706fa49490843185f77016580685c7e552e66d2f7043210a3ead0bb3d554b,AO,granite,good,good,1921
ad84aa061f7560b9d08505b7958fc99e5123ab88503f5bcd06bb323058b70609,AO,granite,good,good,1946
adec1b6e09e8e8b5deef3c8167e07044f2b1360593d8f20a3a671a79dbca09a2,AO,granite,good,good,1914
adf5e550bbfe2afe50c138dfba546af896d517f1203e75475c0fc9bf574f5368,AO,marble,good,good,1881
ae40eec4d6183546566fb0ef5098965e31a65c6ee2699ed75ddc01b3869178e5,AO,marble,good,good,1868
ae7ab3cc48e8df154bdafc45fb0ec97de35edcb8dc1bd6592f2dae1489141c8d,AO,marble,good,poor,1912
aec242434f0c10f31bb48efdd1a006fc994c72bcaf3bba606f735e1a87a9779b,AO,granite,good,good,1858
